label	tagged_in_context
appeal_to_fear_prejudice	<BOS> A gird failure would almost immediately fling the United States into a state of panic, and it’s always good to be prepared just in case <EOS>. 
not_propaganda	That <BOS> should <EOS> be big news. 
loaded_language	The ADL described the video as “<BOS> venomous <EOS>.” Currently, AMANA’s official website contains one more Duke video. 
not_propaganda	Austrian bishop forcefully rejects German <BOS> Bishops’ idea of blessing homosexual unions <EOS> 
name_calling,labeling	After former Democratic IT aide Imran Awan allegedly threatened his stepmother not to talk to police, her email account was accessed in suspicious ways and a lawyer for one of Awan’s brothers found out she emailed the FBI on specific dates and lashed out at her: “<BOS> You’re a liar <EOS>, aren’t you?” Days after that, a bank account the stepmother controlled was almost completely drained through a payment to Imran’s brother, Abid Awan, bank records show — but she said she is too afraid to press criminal charges because she claims he has threatened her. 
doubt	The establishment media will celebrate these victories as triumphs of America’s “diversity”; <BOS> unfortunately, in reality neither one is worth celebrating <EOS>. 
not_propaganda	The Julian Assange case reminds me of <BOS> the Gary Webb case. <EOS> 
doubt	<BOS> Hadeed did not introduce any evidence to the judge about a pattern of possible fraud by Abid, the timing of the move as it relates to the federal criminal case, or the mental capacity of the dying man to understand paperwork <EOS>. 
not_propaganda	No less than a Roman Pontiff lends his name to the outrageous <BOS> claim that children resulting from an adulterous relationship, blithely referred to as a “new union,” could be “damaged” if the partners in adultery were <EOS> required to cease their adultery in order to be absolved and receive Holy Communion—evidently because the “new union” would dissolve without adulterous sexual relations and there could be a second divorce! 
not_propaganda	The study, which was published in Astrophysical Journal Letters, was carried out by a team led by physicist <BOS> Dan Lubin of the University of <EOS> California, San Diego. 
not_propaganda	Its target is a patch of lunar surface about 370 miles away from the south pole, where scientists think the <BOS> rock may be 4 billion years old, formed just after the moon's giant ocean of liquid rock began to <EOS> solidify. 
not_propaganda	<BOS> Stop Appeasing the Democrats <EOS> 
appeal_to_fear_prejudice	And so Chris Bryant, “a senior Labour backbencher, has written to May urging her to go further, <BOS> and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is ‘not conducive to the public good’ <EOS>, a senior Labour MP has said.” 
loaded_language	What started after the 2016 election as a reduction in the rate of increase in the foreign-born population of working age has turned into <BOS> an outright retreat <EOS>. 
not_propaganda	<BOS> Criminals put to death undergo a penalty no different from the one exacted from the most innocent amongst <EOS> us. 
not_propaganda	There have been two amalgamations in recent years and another one <BOS> involving three Carmels is <EOS> in process. 
not_propaganda	“I said, ‘This is not OK <BOS> in asking my kid to write down the <EOS> Shahada.’ The teacher happened to walk-in and said she made it an option and that the kids didn’t have to do it. 
not_propaganda	By combining data and observations from decades of Sun research, experts are predicting a “Grand Solar Minimum” will occur a few decades from now, making our parent star dimmer and cooler than it has <BOS> been for <EOS> a very long time. 
not_propaganda	The charges stem from an alleged scheme to bribe Vadim Mikerin, a Russian official at JSC Techsnabexport (TENEX), a subsidiary of Russia’s State Atomic Energy Corporation and the sole supplier <BOS> and exporter of Russian Federation uranium and uranium enrichment services to nuclear power <EOS> companies worldwide, in order to secure contracts with TENEX. 
flag_waving	The issue was so sensitive that Warren ordered the members of the commission <BOS> to never reveal the meeting to the American people <EOS>. 
not_propaganda	<BOS> The CIA will cave. <EOS> 
repetition	When I die and go before the judge, God will not be able to say to me, “You destroyed the Church.” I refused to contribute to the <BOS> destruction of the Church <EOS>. 
not_propaganda	Muslims anxious to use schools and textbooks to proselytize for Islam have found a welcoming environment in American public schools <BOS> that are indefatigably committed <EOS> to multiculturalism. 
not_propaganda	This <BOS> necessarily meant that Kennedy had been shot from the front, not <EOS> the rear, where accused assassin Lee Harvey Oswald was situated. 
not_propaganda	Larijani admitted that Iranian officials did not stamp the passports of the al Qaeda militants in <BOS> order to obfuscate their movements and prevent detection by foreign governments. <EOS> 
name_calling,labeling	Although the conspiracy theory is <BOS> baseless nonsense <EOS>, it continues to dog the Trump administration, providing cable television news outlets and late-night talk show hosts with endless fodder in the 24-hour news cycle. 
not_propaganda	Indonesia is more hospitable to Chinese Christians today than the short <BOS> period in the 90s when there was a problem. <EOS> 
not_propaganda	Celestron Sky Maps Celstron Best Price: $15.97 <BOS> Buy New $18.95 (as of 04:55 EDT <EOS> - Details) 
not_propaganda	I have never called for such a ban, and oppose in principle <BOS> the banning <EOS> of any book. 
exaggeration,minimisation	<BOS> Dina Powell is everything that was wrong with the Bush administration <EOS>. 
appeal_to_fear_prejudice	<BOS> Our bishops must make it absolutely clear that the Church's moral theology on homosexuality will not and can not be trumped by the dictates of political correctness <EOS>. 
not_propaganda	The date set for the audience with the Pope was Friday, June 21, <BOS> 2013. <EOS> 
repetition	So for the students to have to memorize this prayer, it does seem like it is <BOS> indoctrination <EOS>.” 
not_propaganda	In <BOS> one exchange, Bacon knew that she had emailed with <EOS> the FBI. 
exaggeration,minimisation	“I took control of the Department of Justice the day I was sworn in, which is why we have had <BOS> unprecedented success at effectuating the President’s agenda <EOS> — one that protects the safety and security and rights of the American people, reduces violent crime, enforces our immigration laws, promotes economic growth, and advances religious liberty,” the AG said in a statement. 
not_propaganda	How can you speak of peace and endorse Islam, as you seem to do: “To wring from our hearts the disease that <BOS> plagues our lives (…) Let those who are Christians do it with the Bible and those who are Muslims do it with <EOS> the Quran. 
appeal_to_fear_prejudice	"<BOS> Any Jew who opposes the Occupation — or opposes Zionism itself — knows that feeling of being shunned from the places that are supposed to shelter and nurture you: families, synagogues, community centers, arts organizations," <EOS> Fishback continues. 
flag_waving	“<BOS> This is an attempt to obstruct justice hiding in plain sight. America must never accept it <EOS>.” 
not_propaganda	Congressional Republicans are hoping the files reveal details about the start of the Russia investigation led <BOS> by the FBI, which evolved into Special Counsel Robert Mueller's investigation into Russian meddling and potential collusion with <EOS> Trump campaign associates during the 2016 presidential election. 
not_propaganda	<BOS> "After I do some independent research on the continent/country issue I will <EOS> review your paper." 
not_propaganda	Ford didn’t report it to anyone for decades and isn’t even certain when or where it happened, so the FBI can’t investigate the matter “because <BOS> there is nothing to <EOS> investigate.” 
causal_oversimplification	<BOS> Faggioli’s argument demonstrates that neo-Catholicism has never been about making the authentic Faith more appealing to a “modern world” founded precisely on a rejection of the Church’s authority. It is not about the Faith at all. Rather, it is an ideological movement dedicated to the face-saving defense of a catastrophic failure in ecclesial innovation that has corrupted the human element of the Church in practically every department <EOS>. 
